group,subject,isi,hits,false_alarms,n_signal,n_noise,hit_rate,fa_rate,d_prime
US,PRO24csv:9gmmy57c8yy,4,4,53,4,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9gmmy57c8yy,8,3,53,4,89,0.75,0.5955056179775281,0.43275895252319174
US,PRO24csv:9gmmy57c8yy,16,5,53,5,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9gmmy57c8yy,32,2,53,4,89,0.5,0.5955056179775281,-0.24173079767289
US,PRO24csv:9gmmy57c8yy,64,4,53,4,89,1.0,0.5955056179775281,2.084617076367951
US,PRO24csv:9wwqjx2d606,0,5,48,5,89,1.0,0.5393258426966292,2.227612415554411
US,PRO24csv:9wwqjx2d606,1,4,48,5,89,0.8,0.5393258426966292,0.7428857750864846
US,PRO24csv:9wwqjx2d606,2,4,48,4,89,1.0,0.5393258426966292,2.227612415554411
US,PRO24csv:9wwqjx2d606,3,5,48,5,89,1.0,0.5393258426966292,2.227612415554411
US,PRO24csv:9wwqjx2d606,4,5,48,5,89,1.0,0.5393258426966292,2.227612415554411
US,PRO24csv:9wwqjx2d606,8,2,48,4,89,0.5,0.5393258426966292,-0.09873545848642967
US,PRO24csv:9wwqjx2d606,16,5,48,6,89,0.8333333333333334,0.5393258426966292,0.8686861076152714
US,PRO24csv:9wwqjx2d606,32,5,48,6,89,0.8333333333333334,0.5393258426966292,0.8686861076152714
US,PRO24csv:9wwqjx2d606,64,3,48,4,89,0.75,0.5393258426966292,0.5757542917096521
US,PRO24csv:9yvdx31nanj,0,4,43,4,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,1,4,43,4,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,2,6,43,6,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,3,5,43,5,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,4,5,43,5,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,8,4,43,4,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9yvdx31nanj,16,4,43,6,89,0.6666666666666666,0.48314606741573035,0.47298641783675316
US,PRO24csv:9yvdx31nanj,32,3,43,4,89,0.75,0.48314606741573035,0.7167488687373774
US,PRO24csv:9yvdx31nanj,64,6,43,6,89,1.0,0.48314606741573035,2.3686069925821363
US,PRO24csv:9z681e3oyvv,0,4,40,4,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,1,6,40,6,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,2,5,40,5,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,3,4,40,4,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,4,5,40,5,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,8,4,40,4,91,1.0,0.43956043956043955,2.478431626088434
US,PRO24csv:9z681e3oyvv,16,1,40,4,91,0.25,0.43956043956043955,-0.5224059981484883
US,PRO24csv:9z681e3oyvv,32,4,40,5,91,0.8,0.43956043956043955,0.9937049856205076
US,PRO24csv:9z681e3oyvv,64,2,40,5,91,0.4,0.43956043956043955,-0.10126335108820639
US,PRO24csv:ajzacmqpze3,0,5,39,5,90,1.0,0.43333333333333335,2.494241878828946
US,PRO24csv:ajzacmqpze3,1,4,39,4,90,1.0,0.43333333333333335,2.494241878828946
US,PRO24csv:ajzacmqpze3,2,5,39,5,90,1.0,0.43333333333333335,2.494241878828946
US,PRO24csv:ajzacmqpze3,3,2,39,4,90,0.5,0.43333333333333335,0.16789400478810546
US,PRO24csv:ajzacmqpze3,4,3,39,4,90,0.75,0.43333333333333335,0.8423837549841872
US,PRO24csv:ajzacmqpze3,8,6,39,8,90,0.75,0.43333333333333335,0.8423837549841872
US,PRO24csv:ajzacmqpze3,16,3,39,5,90,0.6,0.43333333333333335,0.4212411079239052
US,PRO24csv:ajzacmqpze3,32,4,39,4,90,1.0,0.43333333333333335,2.494241878828946
US,PRO24csv:ajzacmqpze3,64,2,39,4,90,0.5,0.43333333333333335,0.16789400478810546
US,PRO24csv:ay8r3o4ra68,0,4,53,4,89,1.0,0.5955056179775281,2.084617076367951
